                                         The SAS System     11:42 Thursday, November 1, 2001   1

                    Obs     env     rep    block    entry     line     yield
                   1123    97CRA     3        6       78     K550-3     31.0
                   1124    97CRA     3        8       79     K552-3       .
                   1125    97CRA     3        7       80     K555-3     31.2
                   1126    97CRA     3        5       81     K556-3     38.0
                   1127    97CRA     3        3       82     K557-3     26.6
                   1128    97CRA     3        2       83     K546-4     37.0
                   1129    97CRA     3        7       84     K563-4     41.6
                   1130    97CRA     3        6       85     K567-3     20.3
                   1131    97CRA     3        9       86     K571-3       .
                   1132    97CRA     3        9       87     K573-3     30.2
                   1133    97CRA     3       11       88     K574-3     36.8
                   1134    97CRA     3       10       89     K491-1     22.7
                   1135    97CRA     3        2       90     K564-2     31.3
                   1136    97CRA     3        2       91     K528-4     40.4
                   1137    97CRA     3        1       92     K466-3     46.3
                   1138    97CRA     3        6       93     K575-3     29.2
                   1139    97CRA     3        5       94     K511-2     36.0
                   1140    97CRA     3        3       95     K557-2     17.9
                   1141    97NAS     1        3        1     K475-1     44.3
                   1142    97NAS     1        4        2     K478-1     46.5
                   1143    97NAS     1        7        3     K483-1     27.2
                   1144    97NAS     1        3        4     K489-1     30.8
                   1145    97NAS     1       10        5     K490-1     38.4
                   1146    97NAS     1        7        6     K492-1     26.7
                   1147    97NAS     1       10        7     K493-1     11.1
                   1148    97NAS     1        1        8     K498-1     30.0
                   1149    97NAS     1        8        9     K499-1     36.6
                   1150    97NAS     1        6       10     K500-1     22.9
                                         The SAS System     11:42 Thursday, November 1, 2001  24

                    Obs     env     rep    block    entry     line     yield

                   1151    97NAS     1        6       11     K505-1     28.3
                   1152    97NAS     1        9       12     K507-1       .
                   1153    97NAS     1        1       13     K510-1     35.5
                   1154    97NAS     1        2       14     K528-1     30.8
                   1155    97NAS     1        5       15     K530-1     43.4
                   1156    97NAS     1       11       16     K533-1     13.9
                   1157    97NAS     1        8       17     K535-1     30.8
                   1158    97NAS     1       12       18     K536-1     33.9
                   1159    97NAS     1       12       19     K538-1     36.2
                   1160    97NAS     1        6       20     K546-1     26.3
                   1161    97NAS     1        6       21     K551-1     37.1
                   1162    97NAS     1        4       22     K553-1     32.8
                   1163    97NAS     1       11       23     K555-1     28.4
                   1164    97NAS     1        1       24     K557-1     33.7
                   1165    97NAS     1        6       25     K567-1     24.6
                   1166    97NAS     1        9       26     K569-1     38.4
                   1167    97NAS     1        1       27     K571-1     34.6
                   1168    97NAS     1       10       28     K576-1     25.7
                   1169    97NAS     1        9       29     K577-1     27.5
                   1170    97NAS     1       12       30     K468-2     27.6
                   1171    97NAS     1        7       31     K480-2     29.4
                   1172    97NAS     1        5       32     K487-2     13.7
                   1173    97NAS     1        6       33     K490-2     29.7
                   1174    97NAS     1        2       34     K492-2     32.6
                   1175    97NAS     1        4       35     K494-2     40.7
                   1176    97NAS     1        3       36     K495-2     27.3
                   1177    97NAS     1        6       37     K497-2     47.7
                   1178    97NAS     1        8       38     K498-2     14.7
                   1179    97NAS     1        7       39     K499-2     25.5
                   1180    97NAS     1       11       40     K514-2     29.6
                   1181    97NAS     1        1       41     K507-2     26.2
                   1182    97NAS     1        1       42     K508-2     36.6
                   1183    97NAS     1       10       43     K515-2     29.6
                   1184    97NAS     1        8       44     K573-4     28.2
                   1185    97NAS     1        5       45     K524-2     15.3
                   1186    97NAS     1        8       46     K525-2     42.8
                   1187    97NAS     1        5       47     K534-2     27.5
                   1188    97NAS     1        2       48     K542-2     46.7
                   1189    97NAS     1       11       49     K543-2     47.9
                   1190    97NAS     1        8       50     K555-2     32.7
                   1191    97NAS     1       10       51     K561-2     39.2
                   1192    97NAS     1        1       52     K566-2     30.8
                   1193    97NAS     1        6       53     K569-2     30.9
                   1194    97NAS     1        9       54     K573-2     44.5
                   1195    97NAS     1        3       55     K577-2     32.7
                   1196    97NAS     1        1       56     K469-3     47.4
                   1197    97NAS     1       10       57     K471-3     31.5
                   1198    97NAS     1       11       58     K473-3     11.0
                   1199    97NAS     1        5       59     K531-4     34.3
                   1200    97NAS     1        2       60     K487-4     30.0
                                         The SAS System     11:42 Thursday, November 1, 2001  25

                    Obs     env     rep    block    entry     line     yield

                   1201    97NAS     1        8       61     K491-3     33.6
                   1202    97NAS     1        3       62     K495-3     35.8
                   1203    97NAS     1       10       63     K501-3     37.3
                   1204    97NAS     1        7       64     K502-3     29.1
                   1205    97NAS     1        7       65     K556-4     28.5
                   1206    97NAS     1       10       66     K513-3     35.4
                   1207    97NAS     1       12       67     K514-3     38.5
                   1208    97NAS     1       11       68     K469-4     17.3
                   1209    97NAS     1       12       69     K524-3     43.6
                   1210    97NAS     1        3       70     K526-3     25.7
                   1211    97NAS     1        5       71     K530-3     19.6
                   1212    97NAS     1       12       72     K531-3     31.8
                   1213    97NAS     1        3       73     K532-3     23.3
                   1214    97NAS     1       10       74     K538-3     39.4
                   1215    97NAS     1        3       75     K544-3     32.4
                   1216    97NAS     1        1       76     K546-3     42.8
                   1217    97NAS     1       12       77     K543-4     23.3
                   1218    97NAS     1        9       78     K550-3     27.8
                   1219    97NAS     1        7       79     K552-3       .
                   1220    97NAS     1        2       80     K555-3     26.0
                   1221    97NAS     1        7       81     K556-3     29.9
                   1222    97NAS     1        4       82     K557-3     35.6
                   1223    97NAS     1        4       83     K546-4     34.9
                   1224    97NAS     1        6       84     K563-4     51.3
                   1225    97NAS     1        9       85     K567-3     37.1
                   1226    97NAS     1       11       86     K571-3       .
                   1227    97NAS     1        1       87     K573-3     34.2
                   1228    97NAS     1        9       88     K574-3     57.3
                   1229    97NAS     1        7       89     K491-1     25.2
                   1230    97NAS     1        9       90     K564-2     26.3
                   1231    97NAS     1        3       91     K528-4     25.3
                   1232    97NAS     1        2       92     K466-3     39.7
                   1233    97NAS     1        2       93     K575-3     32.4
                   1234    97NAS     1        4       94     K511-2     34.1
                   1235    97NAS     1        9       95     K557-2     44.6
                   1236    97NAS     2        9        1     K475-1     42.4
                   1237    97NAS     2        6        2     K478-1     31.5
                   1238    97NAS     2        6        3     K483-1     30.3
                   1239    97NAS     2        7        4     K489-1     24.3
                   1240    97NAS     2        5        5     K490-1     24.3
                   1241    97NAS     2        8        6     K492-1     35.4
                   1242    97NAS     2        9        7     K493-1     34.0
                   1243    97NAS     2        9        8     K498-1     30.0
                   1244    97NAS     2        1        9     K499-1     26.5
                   1245    97NAS     2       12       10     K500-1     27.2
                   1246    97NAS     2        9       11     K505-1     24.9
                   1247    97NAS     2       10       12     K507-1       .
                   1248    97NAS     2        8       13     K510-1     18.7
                   1249    97NAS     2       11       14     K528-1     21.5
                   1250    97NAS     2        5       15     K530-1     41.6
                                         The SAS System     11:42 Thursday, November 1, 2001  26

                    Obs     env     rep    block    entry     line     yield

                   1251    97NAS     2        4       16     K533-1     20.9
                   1252    97NAS     2        9       17     K535-1     29.2
                   1253    97NAS     2        7       18     K536-1     30.4
                   1254    97NAS     2       11       19     K538-1     20.6
                   1255    97NAS     2        7       20     K546-1     30.5
                   1256    97NAS     2        3       21     K551-1     30.3
                   1257    97NAS     2        7       22     K553-1     26.0
                   1258    97NAS     2        1       23     K555-1     28.2
                   1259    97NAS     2        4       24     K557-1     29.2
                   1260    97NAS     2        5       25     K567-1     22.6
                   1261    97NAS     2        5       26     K569-1     14.2
                   1262    97NAS     2        6       27     K571-1     31.2
                   1263    97NAS     2       10       28     K576-1     27.1
                   1264    97NAS     2        9       29     K577-1     27.9
                   1265    97NAS     2        8       30     K468-2     22.9
                   1266    97NAS     2       12       31     K480-2     32.8
                   1267    97NAS     2        3       32     K487-2     34.3
                   1268    97NAS     2       10       33     K490-2     21.3
                   1269    97NAS     2        4       34     K492-2     33.3
                   1270    97NAS     2        5       35     K494-2     19.8
                   1271    97NAS     2       11       36     K495-2     45.8
                   1272    97NAS     2        6       37     K497-2     32.0
                   1273    97NAS     2        8       38     K498-2     22.7
                   1274    97NAS     2        2       39     K499-2     35.3
                   1275    97NAS     2        6       40     K514-2     33.1
                   1276    97NAS     2       11       41     K507-2     26.3
                   1277    97NAS     2        3       42     K508-2     29.5
                   1278    97NAS     2        1       43     K515-2     32.4
                   1279    97NAS     2       11       44     K573-4     15.8
                   1280    97NAS     2       12       45     K524-2     28.4
                   1281    97NAS     2        4       46     K525-2     13.5
                   1282    97NAS     2       10       47     K534-2     35.6
                   1283    97NAS     2        1       48     K542-2     42.0
                   1284    97NAS     2        5       49     K543-2     38.8
                   1285    97NAS     2        7       50     K555-2     34.0
                   1286    97NAS     2       11       51     K561-2     41.2
                   1287    97NAS     2        1       52     K566-2     26.9
                   1288    97NAS     2        1       53     K569-2     23.1
                   1289    97NAS     2        6       54     K573-2     32.0
                   1290    97NAS     2        3       55     K577-2     30.6
                   1291    97NAS     2        2       56     K469-3     31.7
                   1292    97NAS     2        8       57     K471-3     28.6
                   1293    97NAS     2       12       58     K473-3     31.1
                   1294    97NAS     2       11       59     K531-4     39.1
                   1295    97NAS     2        7       60     K487-4     28.8
                   1296    97NAS     2       12       61     K491-3     10.2
                   1297    97NAS     2       12       62     K495-3     35.4
                   1298    97NAS     2        3       63     K501-3     28.6
                   1299    97NAS     2        7       64     K502-3     28.0
                   1300    97NAS     2       10       65     K556-4     29.5
                                         The SAS System     11:42 Thursday, November 1, 2001  27

                    Obs     env     rep    block    entry     line     yield

                   1301    97NAS     2        6       66     K513-3     34.9
                   1302    97NAS     2        5       67     K514-3     19.6
                   1303    97NAS     2        2       68     K469-4     25.7
                   1304    97NAS     2        9       69     K524-3     43.2
                   1305    97NAS     2        5       70     K526-3     30.7
                   1306    97NAS     2        8       71     K530-3     33.1
                   1307    97NAS     2        1       72     K531-3     26.6
                   1308    97NAS     2        1       73     K532-3     50.0
                   1309    97NAS     2       12       74     K538-3     30.5
                   1310    97NAS     2        4       75     K544-3     27.7
                   1311    97NAS     2        7       76     K546-3     27.3
                   1312    97NAS     2       12       77     K543-4     26.4
                   1313    97NAS     2        2       78     K550-3     41.7
                   1314    97NAS     2        1       79     K552-3       .
                   1315    97NAS     2        8       80     K555-3     16.9
                   1316    97NAS     2        4       81     K556-3     22.1
                   1317    97NAS     2       11       82     K557-3     32.1
                   1318    97NAS     2        2       83     K546-4     28.6
                   1319    97NAS     2        4       84     K563-4     33.8
                   1320    97NAS     2       12       85     K567-3     28.8
                   1321    97NAS     2        3       86     K571-3       .
                   1322    97NAS     2        5       87     K573-3     32.2
                   1323    97NAS     2        7       88     K574-3     35.9
                   1324    97NAS     2       11       89     K491-1     18.3
                   1325    97NAS     2        3       90     K564-2     22.3
                   1326    97NAS     2        6       91     K528-4     34.5
                   1327    97NAS     2        2       92     K466-3     23.5
                   1328    97NAS     2        6       93     K575-3     32.8
                   1329    97NAS     2       10       94     K511-2     12.4
                   1330    97NAS     2        4       95     K557-2     22.7
                   1331    97NAS     3        8        1     K475-1     30.5
                   1332    97NAS     3       11        2     K478-1     47.1
                   1333    97NAS     3        7        3     K483-1     35.0
                   1334    97NAS     3        9        4     K489-1     39.3
                   1335    97NAS     3        8        5     K490-1     33.8
                   1336    97NAS     3        9        6     K492-1     26.0
                   1337    97NAS     3        7        7     K493-1     36.4
                   1338    97NAS     3        5        8     K498-1     26.7
                   1339    97NAS     3        1        9     K499-1     25.2
                   1340    97NAS     3        6       10     K500-1     25.6
                   1341    97NAS     3        4       11     K505-1     33.2
                   1342    97NAS     3        5       12     K507-1       .
                   1343    97NAS     3        4       13     K510-1     26.7
                   1344    97NAS     3        3       14     K528-1     26.8
                   1345    97NAS     3        1       15     K530-1     32.9
                   1346    97NAS     3       11       16     K533-1     26.9
                   1347    97NAS     3        9       17     K535-1     30.6
                   1348    97NAS     3       12       18     K536-1     35.2
                   1349    97NAS     3        8       19     K538-1     22.6
                   1350    97NAS     3        8       20     K546-1     30.9
                                         The SAS System     11:42 Thursday, November 1, 2001  28

                    Obs     env     rep    block    entry     line     yield

                   1351    97NAS     3       12       21     K551-1     32.4
                   1352    97NAS     3        3       22     K553-1     29.9
                   1353    97NAS     3        9       23     K555-1     30.0
                   1354    97NAS     3        3       24     K557-1     42.5
                   1355    97NAS     3       11       25     K567-1     28.4
                   1356    97NAS     3        9       26     K569-1     30.5
                   1357    97NAS     3        1       27     K571-1     48.5
                   1358    97NAS     3        6       28     K576-1     29.8
                   1359    97NAS     3       11       29     K577-1     21.6
                   1360    97NAS     3        6       30     K468-2     21.7
                   1361    97NAS     3        1       31     K480-2     35.8
                   1362    97NAS     3        6       32     K487-2     27.6
                   1363    97NAS     3        4       33     K490-2     30.0
                   1364    97NAS     3       10       34     K492-2     16.7
                   1365    97NAS     3        4       35     K494-2     42.5
                   1366    97NAS     3        7       36     K495-2     32.6
                   1367    97NAS     3        5       37     K497-2     33.3
                   1368    97NAS     3       11       38     K498-2     26.3
                   1369    97NAS     3        3       39     K499-2     50.7
                   1370    97NAS     3       12       40     K514-2     41.3
                   1371    97NAS     3       10       41     K507-2     31.2
                   1372    97NAS     3        7       42     K508-2     44.1
                   1373    97NAS     3        3       43     K515-2     31.6
                   1374    97NAS     3        4       44     K573-4     28.9
                   1375    97NAS     3        4       45     K524-2     30.5
                   1376    97NAS     3        7       46     K525-2     22.9
                   1377    97NAS     3        2       47     K534-2     38.8
                   1378    97NAS     3        6       48     K542-2     36.4
                   1379    97NAS     3        6       49     K543-2     38.7
                   1380    97NAS     3        5       50     K555-2     15.8
                   1381    97NAS     3        2       51     K561-2     52.2
                   1382    97NAS     3       11       52     K566-2     28.4
                   1383    97NAS     3        2       53     K569-2     40.3
                   1384    97NAS     3        3       54     K573-2     34.9
                   1385    97NAS     3        1       55     K577-2     48.2
                   1386    97NAS     3       11       56     K469-3     30.0
                   1387    97NAS     3        1       57     K471-3     30.5
                   1388    97NAS     3       12       58     K473-3     27.0
                   1389    97NAS     3       11       59     K531-4     30.6
                   1390    97NAS     3       11       60     K487-4     33.8
                   1391    97NAS     3        5       61     K491-3     33.5
                   1392    97NAS     3       10       62     K495-3     32.2
                   1393    97NAS     3        3       63     K501-3     20.7
                   1394    97NAS     3        4       64     K502-3     32.3
                   1395    97NAS     3        9       65     K556-4     29.8
                   1396    97NAS     3        9       66     K513-3     49.5
                   1397    97NAS     3        2       67     K514-3     44.4
                   1398    97NAS     3        4       68     K469-4     23.2
                   1399    97NAS     3        1       69     K524-3     40.2
                   1400    97NAS     3        7       70     K526-3     20.9
                                         The SAS System     11:42 Thursday, November 1, 2001  29

                    Obs     env     rep    block    entry     line     yield

                   1401    97NAS     3        5       71     K530-3     20.5
                   1402    97NAS     3        7       72     K531-3     42.8
                   1403    97NAS     3        4       73     K532-3     33.4
                   1404    97NAS     3       11       74     K538-3     33.1
                   1405    97NAS     3        6       75     K544-3     26.1
                   1406    97NAS     3        6       76     K546-3     33.4
                   1407    97NAS     3        3       77     K543-4     29.4
                   1408    97NAS     3        1       78     K550-3     27.6
                   1409    97NAS     3        5       79     K552-3       .
                   1410    97NAS     3       12       80     K555-3     19.9
                   1411    97NAS     3        2       81     K556-3     25.9
                   1412    97NAS     3        5       82     K557-3     18.9
                   1413    97NAS     3        6       83     K546-4     35.3
                   1414    97NAS     3        1       84     K563-4     43.6
                   1415    97NAS     3        8       85     K567-3     20.7
                   1416    97NAS     3        5       86     K571-3       .
                   1417    97NAS     3       12       87     K573-3     28.1
                   1418    97NAS     3        7       88     K574-3     35.6
                   1419    97NAS     3        6       89     K491-1     24.9
                   1420    97NAS     3        2       90     K564-2     23.3
                   1421    97NAS     3        2       91     K528-4     36.1
                   1422    97NAS     3        8       92     K466-3     19.9
                   1423    97NAS     3       10       93     K575-3     35.8
                   1424    97NAS     3        1       94     K511-2     37.4
                   1425    97NAS     3        4       95     K557-2     37.2
                                         The SAS System     11:42 Thursday, November 1, 2001  30

                                      The Mixed Procedure

                                       Model Information

                     Data Set                     WORK.TWO
                     Dependent Variable           yield
                     Covariance Structure         Variance Components
                     Estimation Method            REML
                     Residual Variance Method     Profile
                     Fixed Effects SE Method      Model-Based
                     Degrees of Freedom Method    Containment


                                    Class Level Information

                       Class    Levels    Values

                       env           5    96AME 96NAS 97AME 97CRA 97NAS
                       rep           3    1 2 3
                       block        12    1 2 3 4 5 6 7 8 9 10 11 12
                       entry        95    1 2 3 4 5 6 7 8 9 10 11 12 13
                                          14 15 16 17 18 19 20 21 22 23
                                          24 25 26 27 28 29 30 31 32 33
                                          34 35 36 37 38 39 40 41 42 43
                                          44 45 46 47 48 49 50 51 52 53
                                          54 55 56 57 58 59 60 61 62 63
                                          64 65 66 67 68 69 70 71 72 73
                                          74 75 76 77 78 79 80 81 82 83
                                          84 85 86 87 88 89 90 91 92 93
                                          94 95


                                          Dimensions

                              Covariance Parameters             6
                              Columns in X                      1
                              Columns in Z                    770
                              Subjects                          1
                              Max Obs Per Subject            1425
                              Observations Used              1384
                              Observations Not Used            41
                              Total Observations             1425


                                       Iteration History

                  Iteration    Evaluations    -2 Res Log Like       Criterion

                          0              1      9885.73192045
                          1              3      9697.17304387      0.00000537
                          2              1      9697.15340871      0.00000001
                                         The SAS System     11:42 Thursday, November 1, 2001  31

                                      The Mixed Procedure

                                   Convergence criteria met.


                                     Covariance Parameter
                                           Estimates

                                  Cov Parm           Estimate

                                  env                  8.8936
                                  rep(env)             0.6627
                                  block(env*rep)       1.7559
                                  entry                6.5157
                                  env*entry            2.1461
                                  Residual            56.2336


                                         Fit Statistics

                           Res Log Likelihood                 -4848.6
                           Akaike's Information Criterion     -4854.6
                           Schwarz's Bayesian Criterion       -4853.4
                           -2 Res Log Likelihood               9697.2
                                         The SAS System     11:42 Thursday, November 1, 2001  32

                                  Heritability on a Plot Basis


                                               H

                                           0.1004037


                                               SE

                                           0.0234947


                              Heritability on a Family Mean Basis


                                               H

                                           0.6044775


                                               SE

                                           0.0659685
